,fold,role,familiarity,test set size,hit number,HR,MAE
0,1,staff,familiar,13,7,0.5384615384615384,1.6638869948683468
1,1,staff,unfamiliar,12,7,0.5833333333333334,1.82982431252995
2,1,student,familiar,13,9,0.6923076923076923,1.3337964661279433
3,1,student,unfamiliar,16,10,0.625,1.8355339926046363
