,fold,role,familiarity,test set size,hit number,HR,MAE
0,2,staff,familiar,12,10,0.8333333333333334,1.3063660373099053
1,2,staff,unfamiliar,13,10,0.7692307692307693,1.4588032287206678
2,2,student,familiar,8,6,0.75,1.3941452079435417
3,2,student,unfamiliar,10,8,0.8,1.4899525210190734
