,fold,role,familiarity,test set size,hit number,HR,MAE
0,14,staff,familiar,7,4,0.5714285714285714,1.6896732451758782
1,14,staff,unfamiliar,7,3,0.42857142857142855,2.1418060140345045
2,14,student,familiar,9,5,0.5555555555555556,1.411880998505571
3,14,student,unfamiliar,10,3,0.3,2.0589004104242945
