,fold,role,familiarity,test set size,hit number,HR,MAE
0,13,staff,familiar,14,11,0.7857142857142857,1.4374817419440156
1,13,staff,unfamiliar,15,8,0.5333333333333333,1.848330752004015
2,13,student,familiar,11,7,0.6363636363636364,1.706270516710186
3,13,student,unfamiliar,11,7,0.6363636363636364,1.706270516710186
