,fold,role,familiarity,test set size,hit number,HR,MAE
0,3,staff,familiar,13,9,0.6923076923076923,1.3163569804519462
1,3,staff,unfamiliar,14,11,0.7857142857142857,1.4738218356981327
2,3,student,familiar,11,10,0.9090909090909091,1.3713826891666216
3,3,student,unfamiliar,13,11,0.8461538461538461,1.495030318663317
