,fold,role,familiarity,test set size,hit number,HR
0,2,staff,familiar,12,9,0.75
1,2,staff,unfamiliar,13,7,0.5384615384615384
2,2,student,familiar,8,6,0.75
3,2,student,unfamiliar,10,8,0.8
