,fold,role,familiarity,test set size,hit number,HR
0,9,staff,familiar,10,5,0.5
1,9,staff,unfamiliar,9,5,0.5555555555555556
2,9,student,familiar,13,2,0.15384615384615385
3,9,student,unfamiliar,14,5,0.35714285714285715
