,fold,role,familiarity,test set size,hit number,HR
0,8,staff,familiar,10,6,0.6
1,8,staff,unfamiliar,10,4,0.4
2,8,student,familiar,8,4,0.5
3,8,student,unfamiliar,7,3,0.42857142857142855
