,fold,role,familiarity,test set size,hit number,HR
0,5,staff,familiar,12,7,0.5833333333333334
1,5,staff,unfamiliar,11,8,0.7272727272727273
2,5,student,familiar,12,6,0.5
3,5,student,unfamiliar,11,8,0.7272727272727273
