,features,importance_gain
0,color,0.2971329987049103
1,intensity,19.269559174776077
2,shape_size,0.0
3,integration,0.0
4,choice,6.514339923858643
5,visibility,0.0
6,proximity2dp,3.251729965209961
7,proximity2fe,0.0
8,proximity2be,0.0
9,uniqueness,0.0
10,wellknownness,0.0
11,relevance,2.6701399981975555
