,features,importance_gain
0,color,172.1723655179776
1,intensity,360.31818413734436
2,shape_size,22.43929134309292
3,integration,0.0
4,choice,16.33919906616211
5,visibility,6.721721297129989
6,proximity2dp,7.589230060577393
7,proximity2fe,50.75298377126455
8,proximity2be,5.321010112762451
9,uniqueness,8.182760238647461
10,wellknownness,17.05412995815277
11,relevance,58.92991989970666
