,features,importance_gain
0,color,81.95795275014825
1,intensity,204.2135202884674
2,shape_size,24.77200934337452
3,integration,14.87909984588623
4,choice,34.10879898071289
5,visibility,64.91450477391481
6,proximity2dp,45.8316593170166
7,proximity2fe,24.15261948108673
8,proximity2be,54.22700119018555
9,uniqueness,9.717889785766602
10,wellknownness,30.526360511779785
11,relevance,34.058822966879234
