,features,importance_gain
0,color,7.427599132061005
1,intensity,8.73766016960144
2,shape_size,0.0
3,integration,6.470339775085449
4,choice,0.0
5,visibility,125.04140090942383
6,proximity2dp,1.4259300231933594
7,proximity2fe,1.9538400173187256
8,proximity2be,0.0
9,uniqueness,17.99180030822754
10,wellknownness,21.727980136871338
11,relevance,12.974589423683938
