,features,importance_gain
0,color,61.91093957424164
1,intensity,123.94759684801102
2,shape_size,3.4414799213409424
3,integration,2.224289894104004
4,choice,0.0
5,visibility,135.25196580588818
6,proximity2dp,0.0
7,proximity2fe,4.254549980163574
8,proximity2be,0.0
9,uniqueness,13.830599784851074
10,wellknownness,0.0
11,relevance,32.679258738135104
