,features,importance_gain
0,color,77.35880943647135
1,intensity,373.35933278501034
2,shape_size,65.5503547117114
3,integration,4.241319894790649
4,choice,5.645540118217468
5,visibility,90.58415733867082
6,proximity2dp,62.19475418329239
7,proximity2fe,27.926630368456244
8,proximity2be,4.2870800495147705
9,uniqueness,9.643999576568604
10,wellknownness,77.6035031080246
11,relevance,66.21057915472193
