,features,importance_gain
0,color,117.08709664585695
1,intensity,358.1207027545315
2,shape_size,8.506732065230608
3,integration,4.235065042972565
4,choice,5.846322000026703
5,visibility,33.80278041306883
6,proximity2dp,24.389212638139725
7,proximity2fe,86.18358743190765
8,proximity2be,34.24457049369812
9,uniqueness,0.0
10,wellknownness,65.2327142059803
11,relevance,72.34691848695729
