,features,importance_gain
0,color,5.905140042304993
1,intensity,0.9402250051498413
2,shape_size,54.4734992980957
3,integration,7.763050079345703
4,choice,0.0
5,visibility,32.059040665626526
6,proximity2dp,0.0
7,proximity2fe,7.415480017662048
8,proximity2be,28.502399444580078
9,uniqueness,47.33326005935669
10,wellknownness,0.0
11,relevance,10.60471925031743
