,features,importance_gain
0,color,174.13432554889005
1,intensity,480.35423143208027
2,shape_size,8.42700207233429
3,integration,5.007074981927872
4,choice,0.0
5,visibility,15.315355059457943
6,proximity2dp,6.0266101360321045
7,proximity2fe,57.712577944621444
8,proximity2be,1.0279099941253662
9,uniqueness,0.0
10,wellknownness,41.86553943157196
11,relevance,100.13920209929347
