,features,importance_gain
0,color,0.22982026890531415
1,intensity,3.941813364624977
2,shape_size,5.096616804599762
3,integration,0.0
4,choice,0.0
5,visibility,7.386720180511475
6,proximity2dp,0.0
7,proximity2fe,1.3474700450897217
8,proximity2be,0.03632710129022598
9,uniqueness,0.0
10,wellknownness,0.0
11,relevance,17.84579475224018
