,features,importance_gain
0,color,22.646870151162148
1,intensity,36.939776197075844
2,shape_size,13.686917960643768
3,integration,2.4861299991607666
4,choice,0.0
5,visibility,60.352964758872986
6,proximity2dp,4.74957001209259
7,proximity2fe,5.138173043727875
8,proximity2be,9.538941085338593
9,uniqueness,0.0
10,wellknownness,20.1905198097229
11,relevance,102.2698786854744
