,features,importance_gain
0,color,11.799481147434562
1,intensity,7.585486128926277
2,shape_size,1.22497124876827
3,integration,0.0
4,choice,0.0
5,visibility,31.216446241305675
6,proximity2dp,0.08652570098638535
7,proximity2fe,3.8596428064629436
8,proximity2be,3.6491899490356445
9,uniqueness,11.88506031036377
10,wellknownness,0.0
11,relevance,52.05811076331884
