,features,importance_gain
0,color,16.012598431116203
1,intensity,8.453014627099037
2,shape_size,4.024462953209877
3,integration,2.3870068714022636
4,choice,0.0
5,visibility,41.9101345539093
6,proximity2dp,4.40993919223547
7,proximity2fe,29.70619815774262
8,proximity2be,5.82112979888916
9,uniqueness,0.0
10,wellknownness,0.0
11,relevance,87.90253911167383
