,fold,role,familiarity,test set size,hit number,HR,MAE
0,1,staff,familiar,13,4,0.3076923076923077,2.299789349676377
1,1,staff,unfamiliar,12,3,0.25,2.5554396948243183
2,1,student,familiar,13,7,0.5384615384615384,1.5666350967258547
3,1,student,unfamiliar,16,10,0.625,1.871406160205006
