,fold,role,familiarity,test set size,hit number,HR,MAE
0,5,staff,familiar,12,8,0.6666666666666666,1.4410964004078517
1,5,staff,unfamiliar,11,10,0.9090909090909091,1.0986504836385589
2,5,student,familiar,12,5,0.4166666666666667,1.6450502514277023
3,5,student,unfamiliar,11,10,0.9090909090909091,1.2232791424198455
