,fold,role,familiarity,test set size,hit number,HR,MAE
0,11,staff,familiar,10,6,0.6,1.6121511439304501
1,11,staff,unfamiliar,9,7,0.7777777777777778,1.1442338446707376
2,11,student,familiar,10,4,0.4,1.7360465228559772
3,11,student,unfamiliar,12,10,0.8333333333333334,1.3518932113980189
