,fold,role,familiarity,test set size,hit number,HR,MAE
0,14,staff,familiar,7,6,0.8571428571428571,1.4521181750466021
1,14,staff,unfamiliar,7,5,0.7142857142857143,1.536161272883518
2,14,student,familiar,9,6,0.6666666666666666,1.4254133254575088
3,14,student,unfamiliar,10,7,0.7,1.676011842709535
