,fold,role,familiarity,test set size,hit number,HR,MAE
0,17,staff,familiar,11,5,0.45454545454545453,1.882649636902113
1,17,staff,unfamiliar,12,7,0.5833333333333334,1.6935653846682335
2,17,student,familiar,9,5,0.5555555555555556,1.8128770682638005
3,17,student,unfamiliar,8,5,0.625,1.8966971571219415
