,fold,role,familiarity,test set size,hit number,HR,MAE
0,16,staff,familiar,11,5,0.45454545454545453,1.9493463627501355
1,16,staff,unfamiliar,11,9,0.8181818181818182,1.4489958294362741
2,16,student,familiar,10,7,0.7,1.4814955991576375
3,16,student,unfamiliar,10,9,0.9,1.330431133926567
