,fold,role,familiarity,test set size,hit number,HR,MAE
0,3,staff,familiar,13,10,0.7692307692307693,0.5088268509009228
1,3,staff,unfamiliar,14,8,0.5714285714285714,0.7248334556388482
2,3,student,familiar,11,8,0.7272727272727273,0.6988210036925332
3,3,student,unfamiliar,13,10,0.7692307692307693,0.7132841918106175
