,fold,role,familiarity,test set size,hit number,HR,MAE
0,8,staff,familiar,10,4,0.4,1.0656285908683738
1,8,staff,unfamiliar,10,5,0.5,0.9136111620480383
2,8,student,familiar,8,5,0.625,0.7882383297178455
3,8,student,unfamiliar,7,4,0.5714285714285714,0.7212825541366695
