,fold,role,familiarity,test set size,hit number,HR,MAE
0,16,staff,familiar,11,5,0.45454545454545453,0.8537690446457198
1,16,staff,unfamiliar,11,3,0.2727272727272727,1.0420508143483291
2,16,student,familiar,10,8,0.8,0.5674139122901181
3,16,student,unfamiliar,10,6,0.6,0.6972451631773078
