,fold,role,familiarity,test set size,hit number,HR,MAE
0,5,staff,familiar,12,7,0.5833333333333334,0.6847679766845105
1,5,staff,unfamiliar,11,4,0.36363636363636365,0.7232540843597604
2,5,student,familiar,12,6,0.5,0.6344346821470274
3,5,student,unfamiliar,11,5,0.45454545454545453,0.7225876855010804
