,fold,role,familiarity,test set size,hit number,HR,MAE
0,15,staff,familiar,10,6,0.6,0.687148362032975
1,15,staff,unfamiliar,9,3,0.3333333333333333,0.9349441517980489
2,15,student,familiar,14,11,0.7857142857142857,0.5217422089135262
3,15,student,unfamiliar,13,9,0.6923076923076923,0.47936653199633766
