,fold,role,familiarity,test set size,hit number,HR
0,17,staff,familiar,11,4,0.36363636363636365
1,17,staff,unfamiliar,12,7,0.5833333333333334
2,17,student,familiar,9,8,0.8888888888888888
3,17,student,unfamiliar,8,6,0.75
