,fold,role,familiarity,test set size,hit number,HR
0,3,staff,familiar,13,8,0.6153846153846154
1,3,staff,unfamiliar,14,12,0.8571428571428571
2,3,student,familiar,11,8,0.7272727272727273
3,3,student,unfamiliar,13,11,0.8461538461538461
