,fold,role,familiarity,test set size,hit number,HR
0,14,staff,familiar,7,5,0.7142857142857143
1,14,staff,unfamiliar,7,5,0.7142857142857143
2,14,student,familiar,9,4,0.4444444444444444
3,14,student,unfamiliar,10,5,0.5
