fold,n_estimators,num_leaves,max_depth,learning_rate,ndcg@1_score
1,5,15,10,0.02,0.028141321044546846
1,5,15,10,0.04,0.03159754224270354
1,5,15,10,0.06,0.03159754224270354
1,5,15,10,0.08,0.03159754224270354
1,5,15,10,0.1,0.03159754224270354
1,5,15,10,0.12,0.028141321044546846
1,5,15,10,0.14,0.028141321044546846
1,5,15,10,0.16,0.03505376344086022
1,5,15,10,0.18,0.03505376344086022
1,5,15,10,0.2,0.03505376344086022
1,5,15,15,0.02,0.028141321044546846
1,5,15,15,0.04,0.03159754224270354
1,5,15,15,0.06,0.03159754224270354
1,5,15,15,0.08,0.03159754224270354
1,5,15,15,0.1,0.03159754224270354
1,5,15,15,0.12,0.028141321044546846
1,5,15,15,0.14,0.028141321044546846
1,5,15,15,0.16,0.03505376344086022
1,5,15,15,0.18,0.03505376344086022
1,5,15,15,0.2,0.03505376344086022
1,5,15,20,0.02,0.028141321044546846
1,5,15,20,0.04,0.03159754224270354
1,5,15,20,0.06,0.03159754224270354
1,5,15,20,0.08,0.03159754224270354
1,5,15,20,0.1,0.03159754224270354
1,5,15,20,0.12,0.028141321044546846
1,5,15,20,0.14,0.028141321044546846
1,5,15,20,0.16,0.03505376344086022
1,5,15,20,0.18,0.03505376344086022
1,5,15,20,0.2,0.03505376344086022
1,5,20,5,0.02,0.03159754224270354
1,5,20,5,0.04,0.03159754224270354
1,5,20,5,0.06,0.028141321044546846
1,5,20,5,0.08,0.024685099846390165
1,5,20,5,0.1,0.028141321044546846
1,5,20,5,0.12,0.03505376344086022
1,5,20,5,0.14,0.03505376344086022
1,5,20,5,0.16,0.0523348694316436
1,5,20,5,0.18,0.052334869431643616
1,5,20,5,0.2,0.06258064516129032
1,5,20,10,0.02,0.03505376344086022
1,5,20,10,0.04,0.03505376344086022
1,5,20,10,0.06,0.028141321044546846
1,5,20,10,0.08,0.028141321044546846
1,5,20,10,0.1,0.024685099846390165
1,5,20,10,0.12,0.024685099846390165
1,5,20,10,0.14,0.028141321044546846
1,5,20,10,0.16,0.024685099846390165
1,5,20,10,0.18,0.024685099846390165
1,5,20,10,0.2,0.028141321044546846
1,5,20,15,0.02,0.03505376344086022
1,5,20,15,0.04,0.03505376344086022
1,5,20,15,0.06,0.028141321044546846
1,5,20,15,0.08,0.028141321044546846
1,5,20,15,0.1,0.024685099846390165
1,5,20,15,0.12,0.024685099846390165
1,5,20,15,0.14,0.028141321044546846
1,5,20,15,0.16,0.024685099846390165
1,5,20,15,0.18,0.024685099846390165
1,5,20,15,0.2,0.028141321044546846
1,5,20,20,0.02,0.03505376344086022
1,5,20,20,0.04,0.03505376344086022
1,5,20,20,0.06,0.028141321044546846
1,5,20,20,0.08,0.028141321044546846
1,5,20,20,0.1,0.024685099846390165
1,5,20,20,0.12,0.024685099846390165
1,5,20,20,0.14,0.028141321044546846
1,5,20,20,0.16,0.024685099846390165
1,5,20,20,0.18,0.024685099846390165
1,5,20,20,0.2,0.028141321044546846
1,10,5,5,0.02,0.028141321044546846
1,10,5,5,0.04,0.03159754224270354
1,10,5,5,0.06,0.03505376344086022
1,10,5,5,0.08,0.04196620583717357
1,10,5,5,0.1,0.04196620583717357
1,10,5,5,0.12,0.028141321044546846
1,10,5,5,0.14,0.03505376344086022
1,10,5,5,0.16,0.03505376344086022
1,10,5,5,0.18,0.03850998463901689
1,10,5,5,0.2,0.03850998463901689
1,10,5,10,0.02,0.028141321044546846
1,10,5,10,0.04,0.03159754224270354
1,10,5,10,0.06,0.03505376344086022
1,10,5,10,0.08,0.04196620583717357
1,10,5,10,0.1,0.04196620583717357
1,10,5,10,0.12,0.028141321044546846
1,10,5,10,0.14,0.03505376344086022
1,10,5,10,0.16,0.03505376344086022
1,10,5,10,0.18,0.03850998463901689
1,10,5,10,0.2,0.03850998463901689
1,10,5,15,0.02,0.028141321044546846
1,10,5,15,0.04,0.03159754224270354
1,10,5,15,0.06,0.03505376344086022
1,10,5,15,0.08,0.04196620583717357
1,10,5,15,0.1,0.04196620583717357
1,10,5,15,0.12,0.028141321044546846
1,10,5,15,0.14,0.03505376344086022
1,10,5,15,0.16,0.03505376344086022
1,10,5,15,0.18,0.03850998463901689
1,10,5,15,0.2,0.03850998463901689
1,10,5,20,0.02,0.028141321044546846
1,10,5,20,0.04,0.03159754224270354
1,10,5,20,0.06,0.03505376344086022
1,10,5,20,0.08,0.04196620583717357
1,10,5,20,0.1,0.04196620583717357
1,10,5,20,0.12,0.028141321044546846
1,10,5,20,0.14,0.03505376344086022
1,10,5,20,0.16,0.03505376344086022
1,10,5,20,0.18,0.03850998463901689
1,10,5,20,0.2,0.03850998463901689
1,10,10,5,0.02,0.028141321044546846
1,10,10,5,0.04,0.03505376344086022
1,10,10,5,0.06,0.028141321044546846
1,10,10,5,0.08,0.03505376344086022
1,10,10,5,0.1,0.03850998463901689
1,10,10,5,0.12,0.03505376344086022
1,10,10,5,0.14,0.041843317972350226
1,10,10,5,0.16,0.03850998463901689
1,10,10,5,0.18,0.055668202764976936
1,10,10,5,0.2,0.03505376344086022
1,10,10,10,0.02,0.03159754224270354
1,10,10,10,0.04,0.03159754224270354
1,10,10,10,0.06,0.03505376344086022
1,10,10,10,0.08,0.045422427035330254
1,10,10,10,0.1,0.03159754224270354
1,10,10,10,0.12,0.03505376344086022
1,10,10,10,0.14,0.03505376344086022
1,10,10,10,0.16,0.03505376344086022
1,10,10,10,0.18,0.0385099846390169
1,10,10,10,0.2,0.06258064516129032
1,10,10,15,0.02,0.03159754224270354
1,10,10,15,0.04,0.03159754224270354
1,10,10,15,0.06,0.03505376344086022
1,10,10,15,0.08,0.045422427035330254
1,10,10,15,0.1,0.03159754224270354
1,10,10,15,0.12,0.03505376344086022
1,10,10,15,0.14,0.03505376344086022
1,10,10,15,0.16,0.03505376344086022
1,10,10,15,0.18,0.0385099846390169
1,10,10,15,0.2,0.06258064516129032
1,10,10,20,0.02,0.03159754224270354
1,10,10,20,0.04,0.03159754224270354
1,10,10,20,0.06,0.03505376344086022
1,10,10,20,0.08,0.045422427035330254
1,10,10,20,0.1,0.03159754224270354
1,10,10,20,0.12,0.03505376344086022
1,10,10,20,0.14,0.03505376344086022
1,10,10,20,0.16,0.03505376344086022
1,10,10,20,0.18,0.0385099846390169
1,10,10,20,0.2,0.06258064516129032
1,10,15,5,0.02,0.03505376344086022
1,10,15,5,0.04,0.03159754224270354
1,10,15,5,0.06,0.03505376344086022
1,10,15,5,0.08,0.028141321044546846
1,10,15,5,0.1,0.024685099846390165
1,10,15,5,0.12,0.03505376344086022
1,10,15,5,0.14,0.03159754224270354
1,10,15,5,0.16,0.041843317972350226
1,10,15,5,0.18,0.0557910906298003
1,10,15,5,0.2,0.06258064516129032
1,10,15,10,0.02,0.03159754224270354
1,10,15,10,0.04,0.03159754224270354
1,10,15,10,0.06,0.03159754224270354
1,10,15,10,0.08,0.03505376344086022
1,10,15,10,0.1,0.03505376344086022
1,10,15,10,0.12,0.03505376344086022
1,10,15,10,0.14,0.03505376344086022
1,10,15,10,0.16,0.03505376344086022
1,10,15,10,0.18,0.03505376344086022
1,10,15,10,0.2,0.03505376344086022
1,10,15,15,0.02,0.03159754224270354
1,10,15,15,0.04,0.03159754224270354
1,10,15,15,0.06,0.03159754224270354
1,10,15,15,0.08,0.03505376344086022
1,10,15,15,0.1,0.03505376344086022
1,10,15,15,0.12,0.03505376344086022
1,10,15,15,0.14,0.03505376344086022
1,10,15,15,0.16,0.03505376344086022
1,10,15,15,0.18,0.03505376344086022
1,10,15,15,0.2,0.03505376344086022
1,10,15,20,0.02,0.03159754224270354
1,10,15,20,0.04,0.03159754224270354
1,10,15,20,0.06,0.03159754224270354
1,10,15,20,0.08,0.03505376344086022
1,10,15,20,0.1,0.03505376344086022
1,10,15,20,0.12,0.03505376344086022
1,10,15,20,0.14,0.03505376344086022
1,10,15,20,0.16,0.03505376344086022
1,10,15,20,0.18,0.03505376344086022
1,10,15,20,0.2,0.03505376344086022
1,10,20,5,0.02,0.03505376344086022
1,10,20,5,0.04,0.03505376344086022
1,10,20,5,0.06,0.03159754224270354
1,10,20,5,0.08,0.03159754224270354
1,10,20,5,0.1,0.03505376344086022
1,10,20,5,0.12,0.03505376344086022
1,10,20,5,0.14,0.03505376344086022
1,10,20,5,0.16,0.0523348694316436
1,10,20,5,0.18,0.052334869431643616
1,10,20,5,0.2,0.06258064516129032
1,10,20,10,0.02,0.0385099846390169
1,10,20,10,0.04,0.03505376344086022
1,10,20,10,0.06,0.028141321044546846
1,10,20,10,0.08,0.028141321044546846
1,10,20,10,0.1,0.024685099846390165
1,10,20,10,0.12,0.028141321044546846
1,10,20,10,0.14,0.028141321044546846
1,10,20,10,0.16,0.024685099846390165
1,10,20,10,0.18,0.03505376344086022
1,10,20,10,0.2,0.03505376344086022
1,10,20,15,0.02,0.0385099846390169
1,10,20,15,0.04,0.03505376344086022
1,10,20,15,0.06,0.028141321044546846
1,10,20,15,0.08,0.028141321044546846
1,10,20,15,0.1,0.024685099846390165
1,10,20,15,0.12,0.028141321044546846
1,10,20,15,0.14,0.028141321044546846
1,10,20,15,0.16,0.024685099846390165
1,10,20,15,0.18,0.03505376344086022
1,10,20,15,0.2,0.03505376344086022
1,10,20,20,0.02,0.0385099846390169
1,10,20,20,0.04,0.03505376344086022
1,10,20,20,0.06,0.028141321044546846
1,10,20,20,0.08,0.028141321044546846
1,10,20,20,0.1,0.024685099846390165
1,10,20,20,0.12,0.028141321044546846
1,10,20,20,0.14,0.028141321044546846
1,10,20,20,0.16,0.024685099846390165
1,10,20,20,0.18,0.03505376344086022
1,10,20,20,0.2,0.03505376344086022
1,15,5,5,0.02,0.03159754224270354
1,15,5,5,0.04,0.03159754224270354
1,15,5,5,0.06,0.03505376344086022
1,15,5,5,0.08,0.055668202764976936
1,15,5,5,0.1,0.04196620583717357
1,15,5,5,0.12,0.028141321044546846
1,15,5,5,0.14,0.03505376344086022
1,15,5,5,0.16,0.03850998463901689
1,15,5,5,0.18,0.048755760368663595
1,15,5,5,0.2,0.045299539170506914
1,15,5,10,0.02,0.03159754224270354
1,15,5,10,0.04,0.03159754224270354
1,15,5,10,0.06,0.03505376344086022
1,15,5,10,0.08,0.055668202764976936
1,15,5,10,0.1,0.04196620583717357
1,15,5,10,0.12,0.028141321044546846
1,15,5,10,0.14,0.03505376344086022
1,15,5,10,0.16,0.03850998463901689
1,15,5,10,0.18,0.048755760368663595
1,15,5,10,0.2,0.045299539170506914
1,15,5,15,0.02,0.03159754224270354
1,15,5,15,0.04,0.03159754224270354
1,15,5,15,0.06,0.03505376344086022
1,15,5,15,0.08,0.055668202764976936
1,15,5,15,0.1,0.04196620583717357
1,15,5,15,0.12,0.028141321044546846
1,15,5,15,0.14,0.03505376344086022
1,15,5,15,0.16,0.03850998463901689
1,15,5,15,0.18,0.048755760368663595
1,15,5,15,0.2,0.045299539170506914
1,15,5,20,0.02,0.03159754224270354
1,15,5,20,0.04,0.03159754224270354
1,15,5,20,0.06,0.03505376344086022
1,15,5,20,0.08,0.055668202764976936
1,15,5,20,0.1,0.04196620583717357
1,15,5,20,0.12,0.028141321044546846
1,15,5,20,0.14,0.03505376344086022
1,15,5,20,0.16,0.03850998463901689
1,15,5,20,0.18,0.048755760368663595
1,15,5,20,0.2,0.045299539170506914
1,15,10,5,0.02,0.03505376344086022
1,15,10,5,0.04,0.03505376344086022
1,15,10,5,0.06,0.03505376344086022
1,15,10,5,0.08,0.03505376344086022
1,15,10,5,0.1,0.03850998463901689
1,15,10,5,0.12,0.03505376344086022
1,15,10,5,0.14,0.041843317972350226
1,15,10,5,0.16,0.041843317972350226
1,15,10,5,0.18,0.055668202764976936
1,15,10,5,0.2,0.03850998463901689
1,15,10,10,0.02,0.03159754224270354
1,15,10,10,0.04,0.03505376344086022
1,15,10,10,0.06,0.03505376344086022
1,15,10,10,0.08,0.045422427035330254
1,15,10,10,0.1,0.03505376344086022
1,15,10,10,0.12,0.03505376344086022
1,15,10,10,0.14,0.03505376344086022
1,15,10,10,0.16,0.03850998463901689
1,15,10,10,0.18,0.0385099846390169
1,15,10,10,0.2,0.06258064516129032
1,15,10,15,0.02,0.03159754224270354
1,15,10,15,0.04,0.03505376344086022
1,15,10,15,0.06,0.03505376344086022
1,15,10,15,0.08,0.045422427035330254
1,15,10,15,0.1,0.03505376344086022
1,15,10,15,0.12,0.03505376344086022
1,15,10,15,0.14,0.03505376344086022
1,15,10,15,0.16,0.03850998463901689
1,15,10,15,0.18,0.0385099846390169
1,15,10,15,0.2,0.06258064516129032
1,15,10,20,0.02,0.03159754224270354
1,15,10,20,0.04,0.03505376344086022
1,15,10,20,0.06,0.03505376344086022
1,15,10,20,0.08,0.045422427035330254
1,15,10,20,0.1,0.03505376344086022
1,15,10,20,0.12,0.03505376344086022
1,15,10,20,0.14,0.03505376344086022
1,15,10,20,0.16,0.03850998463901689
1,15,10,20,0.18,0.0385099846390169
1,15,10,20,0.2,0.06258064516129032
1,15,15,5,0.02,0.03505376344086022
1,15,15,5,0.04,0.03159754224270354
1,15,15,5,0.06,0.03505376344086022
1,15,15,5,0.08,0.03159754224270354
1,15,15,5,0.1,0.03159754224270354
1,15,15,5,0.12,0.03505376344086022
1,15,15,5,0.14,0.03505376344086022
1,15,15,5,0.16,0.041843317972350226
1,15,15,5,0.18,0.0557910906298003
1,15,15,5,0.2,0.06258064516129032
1,15,15,10,0.02,0.03159754224270354
1,15,15,10,0.04,0.03159754224270354
1,15,15,10,0.06,0.03838709677419355
1,15,15,10,0.08,0.03838709677419355
1,15,15,10,0.1,0.03505376344086022
1,15,15,10,0.12,0.03505376344086022
1,15,15,10,0.14,0.03850998463901689
1,15,15,10,0.16,0.03838709677419355
1,15,15,10,0.18,0.03838709677419355
1,15,15,10,0.2,0.03505376344086022
1,15,15,15,0.02,0.03159754224270354
1,15,15,15,0.04,0.03159754224270354
1,15,15,15,0.06,0.03838709677419355
1,15,15,15,0.08,0.03838709677419355
1,15,15,15,0.1,0.03505376344086022
1,15,15,15,0.12,0.03505376344086022
1,15,15,15,0.14,0.03850998463901689
1,15,15,15,0.16,0.03838709677419355
1,15,15,15,0.18,0.03838709677419355
1,15,15,15,0.2,0.03505376344086022
1,15,15,20,0.02,0.03159754224270354
1,15,15,20,0.04,0.03159754224270354
1,15,15,20,0.06,0.03838709677419355
1,15,15,20,0.08,0.03838709677419355
1,15,15,20,0.1,0.03505376344086022
1,15,15,20,0.12,0.03505376344086022
1,15,15,20,0.14,0.03850998463901689
1,15,15,20,0.16,0.03838709677419355
1,15,15,20,0.18,0.03838709677419355
1,15,15,20,0.2,0.03505376344086022
1,15,20,5,0.02,0.03505376344086022
1,15,20,5,0.04,0.03505376344086022
1,15,20,5,0.06,0.03505376344086022
1,15,20,5,0.08,0.03159754224270354
1,15,20,5,0.1,0.03505376344086022
1,15,20,5,0.12,0.03505376344086022
1,15,20,5,0.14,0.03505376344086022
1,15,20,5,0.16,0.0523348694316436
1,15,20,5,0.18,0.052334869431643616
1,15,20,5,0.2,0.06258064516129032
1,15,20,10,0.02,0.04184331797235023
1,15,20,10,0.04,0.03505376344086022
1,15,20,10,0.06,0.03159754224270354
1,15,20,10,0.08,0.03159754224270354
1,15,20,10,0.1,0.03159754224270354
1,15,20,10,0.12,0.03505376344086022
1,15,20,10,0.14,0.03505376344086022
1,15,20,10,0.16,0.03159754224270354
1,15,20,10,0.18,0.03505376344086022
1,15,20,10,0.2,0.03505376344086022
1,15,20,15,0.02,0.04184331797235023
1,15,20,15,0.04,0.03505376344086022
1,15,20,15,0.06,0.03159754224270354
1,15,20,15,0.08,0.03159754224270354
1,15,20,15,0.1,0.03159754224270354
1,15,20,15,0.12,0.03505376344086022
1,15,20,15,0.14,0.03505376344086022
1,15,20,15,0.16,0.03159754224270354
1,15,20,15,0.18,0.03505376344086022
1,15,20,15,0.2,0.03505376344086022
1,15,20,20,0.02,0.04184331797235023
1,15,20,20,0.04,0.03505376344086022
1,15,20,20,0.06,0.03159754224270354
1,15,20,20,0.08,0.03159754224270354
1,15,20,20,0.1,0.03159754224270354
1,15,20,20,0.12,0.03505376344086022
1,15,20,20,0.14,0.03505376344086022
1,15,20,20,0.16,0.03159754224270354
1,15,20,20,0.18,0.03505376344086022
1,15,20,20,0.2,0.03505376344086022
1,20,5,5,0.02,0.03159754224270354
1,20,5,5,0.04,0.03159754224270354
1,20,5,5,0.06,0.03850998463901689
1,20,5,5,0.08,0.055668202764976936
1,20,5,5,0.1,0.04196620583717357
1,20,5,5,0.12,0.03159754224270354
1,20,5,5,0.14,0.03505376344086022
1,20,5,5,0.16,0.03850998463901689
1,20,5,5,0.18,0.048755760368663595
1,20,5,5,0.2,0.04875576036866359
1,20,5,10,0.02,0.03159754224270354
1,20,5,10,0.04,0.03159754224270354
1,20,5,10,0.06,0.03850998463901689
1,20,5,10,0.08,0.055668202764976936
1,20,5,10,0.1,0.04196620583717357
1,20,5,10,0.12,0.03159754224270354
1,20,5,10,0.14,0.03505376344086022
1,20,5,10,0.16,0.03850998463901689
1,20,5,10,0.18,0.048755760368663595
1,20,5,10,0.2,0.04875576036866359
1,20,5,15,0.02,0.03159754224270354
1,20,5,15,0.04,0.03159754224270354
1,20,5,15,0.06,0.03850998463901689
1,20,5,15,0.08,0.055668202764976936
1,20,5,15,0.1,0.04196620583717357
1,20,5,15,0.12,0.03159754224270354
1,20,5,15,0.14,0.03505376344086022
1,20,5,15,0.16,0.03850998463901689
1,20,5,15,0.18,0.048755760368663595
1,20,5,15,0.2,0.04875576036866359
1,20,5,20,0.02,0.03159754224270354
1,20,5,20,0.04,0.03159754224270354
1,20,5,20,0.06,0.03850998463901689
1,20,5,20,0.08,0.055668202764976936
1,20,5,20,0.1,0.04196620583717357
1,20,5,20,0.12,0.03159754224270354
1,20,5,20,0.14,0.03505376344086022
1,20,5,20,0.16,0.03850998463901689
1,20,5,20,0.18,0.048755760368663595
1,20,5,20,0.2,0.04875576036866359
1,20,10,5,0.02,0.03505376344086022
1,20,10,5,0.04,0.03505376344086022
1,20,10,5,0.06,0.03505376344086022
1,20,10,5,0.08,0.03505376344086022
1,20,10,5,0.1,0.03850998463901689
1,20,10,5,0.12,0.03850998463901689
1,20,10,5,0.14,0.041843317972350226
1,20,10,5,0.16,0.05221198156682026
1,20,10,5,0.18,0.055668202764976936
1,20,10,5,0.2,0.041843317972350226
1,20,10,10,0.02,0.03505376344086022
1,20,10,10,0.04,0.03505376344086022
1,20,10,10,0.06,0.03505376344086022
1,20,10,10,0.08,0.045422427035330254
1,20,10,10,0.1,0.03505376344086022
1,20,10,10,0.12,0.03505376344086022
1,20,10,10,0.14,0.03505376344086022
1,20,10,10,0.16,0.03850998463901689
1,20,10,10,0.18,0.0385099846390169
1,20,10,10,0.2,0.06258064516129032
1,20,10,15,0.02,0.03505376344086022
1,20,10,15,0.04,0.03505376344086022
1,20,10,15,0.06,0.03505376344086022
1,20,10,15,0.08,0.045422427035330254
1,20,10,15,0.1,0.03505376344086022
1,20,10,15,0.12,0.03505376344086022
1,20,10,15,0.14,0.03505376344086022
1,20,10,15,0.16,0.03850998463901689
1,20,10,15,0.18,0.0385099846390169
1,20,10,15,0.2,0.06258064516129032
1,20,10,20,0.02,0.03505376344086022
1,20,10,20,0.04,0.03505376344086022
1,20,10,20,0.06,0.03505376344086022
1,20,10,20,0.08,0.045422427035330254
1,20,10,20,0.1,0.03505376344086022
1,20,10,20,0.12,0.03505376344086022
1,20,10,20,0.14,0.03505376344086022
1,20,10,20,0.16,0.03850998463901689
1,20,10,20,0.18,0.0385099846390169
1,20,10,20,0.2,0.06258064516129032
1,20,15,5,0.02,0.03505376344086022
1,20,15,5,0.04,0.03159754224270354
1,20,15,5,0.06,0.03505376344086022
1,20,15,5,0.08,0.03505376344086022
1,20,15,5,0.1,0.03505376344086022
1,20,15,5,0.12,0.03505376344086022
1,20,15,5,0.14,0.03850998463901689
1,20,15,5,0.16,0.041843317972350226
1,20,15,5,0.18,0.0557910906298003
1,20,15,5,0.2,0.06258064516129032
1,20,15,10,0.02,0.03159754224270354
1,20,15,10,0.04,0.03505376344086022
1,20,15,10,0.06,0.03838709677419355
1,20,15,10,0.08,0.03838709677419355
1,20,15,10,0.1,0.03505376344086022
1,20,15,10,0.12,0.03505376344086022
1,20,15,10,0.14,0.03850998463901689
1,20,15,10,0.16,0.03838709677419355
1,20,15,10,0.18,0.03838709677419355
1,20,15,10,0.2,0.03505376344086022
1,20,15,15,0.02,0.03159754224270354
1,20,15,15,0.04,0.03505376344086022
1,20,15,15,0.06,0.03838709677419355
1,20,15,15,0.08,0.03838709677419355
1,20,15,15,0.1,0.03505376344086022
1,20,15,15,0.12,0.03505376344086022
1,20,15,15,0.14,0.03850998463901689
1,20,15,15,0.16,0.03838709677419355
1,20,15,15,0.18,0.03838709677419355
1,20,15,15,0.2,0.03505376344086022
1,20,15,20,0.02,0.03159754224270354
1,20,15,20,0.04,0.03505376344086022
1,20,15,20,0.06,0.03838709677419355
1,20,15,20,0.08,0.03838709677419355
1,20,15,20,0.1,0.03505376344086022
1,20,15,20,0.12,0.03505376344086022
1,20,15,20,0.14,0.03850998463901689
1,20,15,20,0.16,0.03838709677419355
1,20,15,20,0.18,0.03838709677419355
1,20,15,20,0.2,0.03505376344086022
1,20,20,5,0.02,0.03505376344086022
1,20,20,5,0.04,0.03505376344086022
1,20,20,5,0.06,0.03505376344086022
1,20,20,5,0.08,0.03505376344086022
1,20,20,5,0.1,0.03505376344086022
1,20,20,5,0.12,0.03850998463901689
1,20,20,5,0.14,0.041843317972350226
1,20,20,5,0.16,0.0523348694316436
1,20,20,5,0.18,0.052334869431643616
1,20,20,5,0.2,0.06258064516129032
1,20,20,10,0.02,0.0452995391705069
1,20,20,10,0.04,0.03505376344086022
1,20,20,10,0.06,0.03159754224270354
1,20,20,10,0.08,0.03505376344086022
1,20,20,10,0.1,0.03159754224270354
1,20,20,10,0.12,0.03505376344086022
1,20,20,10,0.14,0.03505376344086022
1,20,20,10,0.16,0.03505376344086022
1,20,20,10,0.18,0.03850998463901689
1,20,20,10,0.2,0.03505376344086022
1,20,20,15,0.02,0.0452995391705069
1,20,20,15,0.04,0.03505376344086022
1,20,20,15,0.06,0.03159754224270354
1,20,20,15,0.08,0.03505376344086022
1,20,20,15,0.1,0.03159754224270354
1,20,20,15,0.12,0.03505376344086022
1,20,20,15,0.14,0.03505376344086022
1,20,20,15,0.16,0.03505376344086022
1,20,20,15,0.18,0.03850998463901689
1,20,20,15,0.2,0.03505376344086022
1,20,20,20,0.02,0.0452995391705069
1,20,20,20,0.04,0.03505376344086022
1,20,20,20,0.06,0.03159754224270354
1,20,20,20,0.08,0.03505376344086022
1,20,20,20,0.1,0.03159754224270354
1,20,20,20,0.12,0.03505376344086022
1,20,20,20,0.14,0.03505376344086022
1,20,20,20,0.16,0.03505376344086022
1,20,20,20,0.18,0.03850998463901689
1,20,20,20,0.2,0.03505376344086022
1,25,5,5,0.02,0.03159754224270354
1,25,5,5,0.04,0.03505376344086022
1,25,5,5,0.06,0.04196620583717357
1,25,5,5,0.08,0.055668202764976936
1,25,5,5,0.1,0.04196620583717357
1,25,5,5,0.12,0.03159754224270354
1,25,5,5,0.14,0.03505376344086022
1,25,5,5,0.16,0.03850998463901689
1,25,5,5,0.18,0.05566820276497696
1,25,5,5,0.2,0.05221198156682026
1,25,5,10,0.02,0.03159754224270354
1,25,5,10,0.04,0.03505376344086022
1,25,5,10,0.06,0.04196620583717357
1,25,5,10,0.08,0.055668202764976936
1,25,5,10,0.1,0.04196620583717357
1,25,5,10,0.12,0.03159754224270354
1,25,5,10,0.14,0.03505376344086022
1,25,5,10,0.16,0.03850998463901689
1,25,5,10,0.18,0.05566820276497696
1,25,5,10,0.2,0.05221198156682026
1,25,5,15,0.02,0.03159754224270354
1,25,5,15,0.04,0.03505376344086022
1,25,5,15,0.06,0.04196620583717357
