PID,gender,age,SOD,role,staying,floor,office_number,pair,place1,place2,place4familiar,place4unfamiliar,familiar,unfamiliar,vis_diff,str_diff,sem_diff,sign_diff,fre_diff,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
STU01,male,25,83,master,66, , , ,J10,H38,H38,H38,-1,-1,-1.13420226677906,-1.43314959541482,-.0886490384859683,.347804171820126,.438529009653515,-.968245837,-1.403852884,-1.03050808,-2.449489743,-.731925055,-1.118033989,-1.560944657,0,1.294997542,.347804172,.43852901
STU01,male,25,83,master,66, , , ,K32,L11,K32,K32,1,1,1.94606018546775,1.10460305096137,1.20528083532203,1.73902085910063,-.438529009653515,2.420614591,1.871803845,1.54576212,0,2.195775164,1.118033989,1.170708493,2.013468166,.431665847,1.739020859,-.43852901
STU01,male,25,83,master,66, , , ,K32,H38,H38,H38,-1,-1,-.0103770405512059,-1.00283557905271,1.12213671196461,2.08682503092076,.877058019307029,.484122918,0,-.51525404,-2.449489743,0,-.559016994,0,1.208080899,2.158329237,2.086825031,.877058019
STU01,male,25,83,master,66, , , ,L11,H38,H38,H38,-1,-1,-1.95643722601896,-2.10743863001407,-.0831441233574185,.347804171820126,1.31558702896054,-1.936491673,-1.871803845,-2.06101616,-2.449489743,-2.195775164,-1.677050983,-1.170708493,-.805387266,1.726663389,.347804172,1.315587029
STU02,female,23,53,master,51, , , ,WC-J,K32,K32,K32,-1,-1,-1.511709504867,-.666124197749216,-.664211164155071,0,1.73902085910063,-1.525642884,-1.74175425,-1.267731382,-1.463850109,0,-.534522484,1.328422329,-2.656844657,0,0,1.739020859
STU02,female,23,53,master,51, , , ,WC-J,L12,L12,L12,-1,-1,-2.15647171561076,-1.26644753853625,-1.32842232831014,0,2.08682503092076,-2.034190511,-2.322339,-2.112885637,-2.195775164,0,-1.603567452,0,-2.656844657,0,0,2.086825031
STU02,female,23,53,master,51, , , ,WC-J,L11,WC-J,L11,1,-1,-.164871416478596,.321715181070911,-1.66052791038768,1.93649167310371,1.73902085910063,.508547627,-.58058475,-.422577128,0,2.034190511,-1.069044968,-1.328422328,-1.992633492,0,1.936491673,1.739020859
STU02,female,23,53,master,51, , , ,WC-J,K13,K13,K13,-1,-1,-.0286568334504498,-1.20064668157406,-1.32842232831014,0,2.08682503092076,-.508547628,0,.422577127,-1.463850109,0,-2.138089936,-1.328422328,-1.328422328,0,0,2.086825031
STU02,female,23,53,master,51, , , ,WC-J,J10,J10,WC-J,-1,1,-1.65256854732176,-1.96182761289655,-.996316746232607,1.93649167310371,0,-1.525642884,-1.74175425,-1.69030851,-2.195775164,-1.017095255,-2.67261242,0,-1.992633492,0,1.936491673,0
STU02,female,23,53,master,51, , , ,K32,L12,K32,K32,1,1,-.644762210743754,-.600323340787032,-.664211164155072,0,.347804171820126,-.508547627,-.58058475,-.845154255,-.731925055,0,-1.069044968,-1.328422329,0,0,0,.347804172
STU02,female,23,53,master,51, , , ,K32,L11, ,K32, ,1,1.34683808838841,.987839378820127,-.996316746232607,1.93649167310371,0,2.034190511,1.1611695,.845154254,1.463850109,2.034190511,-.534522484,-2.656844657,.664211165,0,1.936491673,0
STU02,female,23,53,master,51, , , ,K32,K13,K13,K13,-1,-1,1.48305267141655,-.534522483824849,-.664211164155071,0,.347804171820126,1.017095256,1.74175425,1.690308509,0,0,-1.603567452,-2.656844657,1.328422329,0,0,.347804172
STU02,female,23,53,master,51, , , ,K32,J10,J10,K32,-1,1,-.140859042454753,-1.29570341514734,-.332105582077536,1.93649167310371,-1.73902085910063,0,0,-.422577128,-.731925055,-1.017095255,-2.138089936,-1.328422329,.664211165,0,1.936491673,-1.739020859
STU02,female,23,53,master,51, , , ,L12,L11,L12,L12,1,1,1.99160029913216,1.58816271960716,-.332105582077536,1.93649167310371,-.347804171820126,2.542738138,1.74175425,1.690308509,2.195775164,2.034190511,.534522484,-1.328422328,.664211165,0,1.936491673,-.347804172
STU02,female,23,53,master,51, , , ,L12,K13, ,K13, ,-1,2.12781488216031,.0658008569621837,5.55111512312578E-17,0,0,1.525642883,2.322339,2.535462764,.731925055,0,-.534522484,-1.328422328,1.328422329,0,0,0
STU02,female,23,53,master,51, , , ,L12,J10, , , , ,.503903168289001,-.695380074360304,.332105582077536,1.93649167310371,-2.08682503092076,.508547627,.58058475,.422577127,0,-1.017095255,-1.069044968,0,.664211165,0,1.936491673,-2.086825031
STU02,female,23,53,master,51, , , ,L11,K13,K13,K13,-1,-1,.136214583028146,-1.52236186264498,.332105582077536,-1.93649167310371,.347804171820126,-1.017095255,.58058475,.845154255,-1.463850109,-2.034190511,-1.069044968,0,.664211164,0,-1.936491673,.347804172
STU02,female,23,53,master,51, , , ,L11,J10,J10,J10,-1,-1,-1.48769713084316,-2.28354279396746,.664211164155071,0,-1.73902085910063,-2.034190511,-1.1611695,-1.267731382,-2.195775164,-3.051285766,-1.603567452,1.328422328,0,0,0,-1.739020859
STU02,female,23,53,master,51, , , ,K13,J10,J10,K13,-1,1,-1.62391171387131,-.761180931322488,.332105582077536,1.93649167310371,-2.08682503092076,-1.017095256,-1.74175425,-2.112885637,-.731925055,-1.017095255,-.534522484,1.328422328,-.664211164,0,1.936491673,-2.086825031
STU03,female,26,63,master,36, , , ,L11,J10,J10,J10,-1,-1,1.09753483724916,-2.77477390694713,-.296174438879546,-2.18001725853828,-2.03809866146027,.624187784,.731925055,1.936491673,-2.566196768,-2.902923749,-2.855201204,-.888523317,0,0,-2.180017259,-2.038098661
STU03,female,26,63,master,36, , , ,L11,WC-J,WC-J,WC-J,-1,-1,2.11629608055149,-1.81667716636888,.950196088819003,0,-2.71746488194703,1.248375568,2.195775164,2.90473751,-2.566196768,-1.741754249,-1.142080481,.444261658,.58058475,1.825741858,0,-2.717464882
STU03,female,26,63,master,36, , , ,L11,H38,H38,H38,-1,-1,.322748612183951,-2.0070239132756,.950196088819003,0,-.679366220486757,0,0,.968245837,-2.566196768,-1.741754249,-1.713120722,.444261658,.58058475,1.825741858,0,-.67936622
STU03,female,26,63,master,36, , , ,L11,H92,L11,H92,1,-1,1.88692404547183,-1.91541918894855,1.58798599706737,0,-1.35873244097351,2.496751136,2.195775164,.968245837,-1.710797846,-2.322338999,-1.713120722,1.777046633,1.1611695,1.825741858,0,-1.358732441
