PID,gender,age,SOD,role,staying,floor,office_number,pair,place1,place2,place4familiar,place4unfamiliar,familiar,unfamiliar,vis_diff_1,str_diff_1,sem_diff_1,sign_diff_1,fre_diff_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11
FS029,male,30,68,scientific staff,54,J,96, ,WC-H,L11,WC-H,WC-H,1,1,1.346863333,1.539866667,.559643333,2.18002,.8528,1.58114,1.01273,1.44672,2.47716,1.66571,.47673,.95346,0,.72547,2.18002,.8528
FS029,male,30,68,scientific staff,54,J,96, ,WC-H,H38,H38,WC-H,-1,1,0,.27524,1.845963333,2.18002,.8528,0,0,0,.82572,0,0,1.90692,2.18002,1.45095,2.18002,.8528
FS029,male,30,68,scientific staff,54,J,96, ,L11,H38,H38,H38,-1,-1,-1.346863333,-1.264626667,1.28632,0,0,-1.58114,-1.01273,-1.44672,-1.65144,-1.66571,-.47673,.95346,2.18002,.72548,0,0
FS031,male,33,63,scientific staff,168,L,34, ,L11,L40,L11,L11,1,1,1.54415,.731926667,-.4277,0,2.08212,1.32842,1.42314,1.88089,2.19578,0,0,0,-.8554, ,0,2.08212
FS031,male,33,63,scientific staff,168,L,34, ,L11,H79,L11,L11,1,1,1.396546667,.660096667,0,0,2.49855,.88561,1.42314,1.88089,.73192,1.24837,0,0,0, ,0,2.49855
FS031,male,33,63,scientific staff,168,L,34, ,L11,H38,H38,H38,-1,-1,-.805386667,-1.24185,0,0,2.49855,-1.32843,-.71156,-.37617,0,-1.24838,-2.47717,0,0, ,0,2.49855
FS031,male,33,63,scientific staff,168,L,34, ,L11,K32,L11,K32,1,-1,-.140803333,-.23933,-1.283095,-2.44949,2.49855,-.44281,-.35578,.37618,.73192,-.62419,-.82572,0,-2.56619, ,-2.44949,2.49855
FS031,male,33,63,scientific staff,168,L,34, ,L11,H92,H92,L11,-1,1,1.271153333,1.14805,.797045,0,2.49855,.88561,1.42314,1.50471,2.19578,1.24837,0,2.44949,-.8554, ,0,2.49855
FS031,male,33,63,scientific staff,168,L,34, ,L40,H79,L40,H79,1,-1,-.147603333,-.07183,.4277,0,.41643,-.44281,0,0,-1.46386,1.24837,0,0,.8554, ,0,.41643
FS031,male,33,63,scientific staff,168,L,34, ,L40,H38,L40,H38,1,-1,-2.349536667,-1.973776667,.4277,0,.41643,-2.65685,-2.1347,-2.25706,-2.19578,-1.24838,-2.47717,0,.8554, ,0,.41643
FS031,male,33,63,scientific staff,168,L,34, ,L40,K32,L40,K32,1,-1,-1.684953333,-.971256667,-.855395,-2.44949,.41643,-1.77123,-1.77892,-1.50471,-1.46386,-.62419,-.82572,0,-1.71079, ,-2.44949,.41643
FS031,male,33,63,scientific staff,168,L,34, ,L40,H92,L40,H92,1,-1,-.272996667,.416123333,1.224745,0,.41643,-.44281,0,-.37618,0,1.24837,0,2.44949,0, ,0,.41643
FS031,male,33,63,scientific staff,168,L,34, ,H79,H38,H38,H38,-1,-1,-2.201933333,-1.901946667,0,0,0,-2.21404,-2.1347,-2.25706,-.73192,-2.49675,-2.47717,0,0, ,0,0
FS031,male,33,63,scientific staff,168,L,34, ,H79,K32,H79,K32,1,-1,-1.53735,-.899426667,-1.283095,-2.44949,0,-1.32842,-1.77892,-1.50471,0,-1.87256,-.82572,0,-2.56619, ,-2.44949,0
FS031,male,33,63,scientific staff,168,L,34, ,H79,H92,H79,H79,1,1,-.125393333,.487953333,.797045,0,0,0,0,-.37618,1.46386,0,0,2.44949,-.8554, ,0,0
FS031,male,33,63,scientific staff,168,L,34, ,H38,K32,H38,H38,1,1,.664583333,1.00252,-1.283095,-2.44949,0,.88562,.35578,.75235,.73192,.62419,1.65145,0,-2.56619, ,-2.44949,0
FS031,male,33,63,scientific staff,168,L,34, ,H38,H92,H38,H38,1,1,2.07654,2.3899,.797045,0,0,2.21404,2.1347,1.88088,2.19578,2.49675,2.47717,2.44949,-.8554, ,0,0
FS031,male,33,63,scientific staff,168,L,34, ,K32,H92,H92,K32,-1,1,1.411956667,1.38738,2.08014,2.44949,0,1.32842,1.77892,1.12853,1.46386,1.87256,.82572,2.44949,1.71079, ,2.44949,0
FS032,female,34,84,scientific staff,22,J,86, ,H38,WC-J,H38,H38,1,1,2.123216667,.154303333,-.80211,-2.10818,-2.47717,2.14834,2.22131,2,0,.46291,0,0,-.58059,-1.82574,-2.10818,-2.47717
FS032,female,34,84,scientific staff,22,J,86, ,H38,H92,H38,H38,1,1,1.796103333,1.050326667,-.19353,-.52704,0,1.61126,1.77705,2,.66421,.92582,1.56095,0,-.58059,0,-.52704,0
FS032,female,34,84,scientific staff,22,J,86, ,H38,L12,H38,H38,1,1,1.94419,-.505783333,-2.02819,-1.58114,0,1.61126,2.22131,2,-.66421,-.46291,-.39023,-1.93649,-2.32234,-1.82574,-1.58114,0
FS032,female,34,84,scientific staff,22,J,86, ,H38,L11,L11,H38,-1,1,.64187,-.790166667,-2.02819,-2.10818,-.82572,.53709,.88852,.5,-.66421,-.92582,-.78047,-1.93649,-2.32234,-1.82574,-2.10818,-.82572
FS032,female,34,84,scientific staff,22,J,86, ,H38,L40,H38,H38,1,1,2.617,1.80174,-.19353,0,0,2.68543,2.66557,2.5,1.99263,1.85164,1.56095,0,-.58059,0,0,0
FS032,female,34,84,scientific staff,22,J,86, ,WC-J,H92,H92,H92,-1,-1,-.327113333,.896023333,.60858,1.58114,2.47717,-.53708,-.44426,0,.66421,.46291,1.56095,0,0,1.82574,1.58114,2.47717
FS032,female,34,84,scientific staff,22,J,86, ,WC-J,L12,L12,L12,-1,-1,-.179026667,-.660086667,-1.22608,.52704,2.47717,-.53708,0,0,-.66421,-.92582,-.39023,-1.93649,-1.74175,0,.52704,2.47717
FS032,female,34,84,scientific staff,22,J,86, ,WC-J,L11,L11,L11,-1,-1,-1.481346667,-.94447,-1.22608,0,1.65145,-1.61125,-1.33279,-1.5,-.66421,-1.38873,-.78047,-1.93649,-1.74175,0,0,1.65145
FS032,female,34,84,scientific staff,22,J,86, ,WC-J,L40,L40,WC-J,-1,1,.493783333,1.647436667,.60858,2.10818,2.47717,.53709,.44426,.5,1.99263,1.38873,1.56095,0,0,1.82574,2.10818,2.47717
FS032,female,34,84,scientific staff,22,J,86, ,H92,L12,L12,H92,-1,1,.148086667,-1.55611,-1.83466,-1.0541,0,0,.44426,0,-1.32842,-1.38873,-1.95118,-1.93649,-1.74175,-1.82574,-1.0541,0
FS032,female,34,84,scientific staff,22,J,86, ,H92,L11,L11,H92,-1,1,-1.154233333,-1.840493333,-1.83466,-1.58114,-.82572,-1.07417,-.88853,-1.5,-1.32842,-1.85164,-2.34142,-1.93649,-1.74175,-1.82574,-1.58114,-.82572
FS032,female,34,84,scientific staff,22,J,86, ,H92,L40,H92,H92,1,1,.820896667,.751413333,0,.52704,0,1.07417,.88852,.5,1.32842,.92582,0,0,0,0,.52704,0
FS032,female,34,84,scientific staff,22,J,86, ,L12,L11,L11,L11,-1,-1,-1.30232,-.284383333,0,-.52704,-.82572,-1.07417,-1.33279,-1.5,0,-.46291,-.39024,0,0,0,-.52704,-.82572
FS032,female,34,84,scientific staff,22,J,86, ,L12,L40,L12,L12,1,1,.67281,2.307523333,1.83466,1.58114,0,1.07417,.44426,.5,2.65684,2.31455,1.95118,1.93649,1.74175,1.82574,1.58114,0
FS032,female,34,84,scientific staff,22,J,86, ,L11,L40,L11,L11,1,1,1.97513,2.591906667,1.83466,2.10818,.82572,2.14834,1.77705,2,2.65684,2.77746,2.34142,1.93649,1.74175,1.82574,2.10818,.82572
FS033,female,24,79,scientific staff,76,J,24, ,L11,J10,L11,J10,1,-1,-.604463333,-.63415,.285133333,.79682,1.77704,-.96825,-.42257,-.42257,-.53708,-.46795,-.89742,0,.8554,0,.79682,1.77704
FS033,female,24,79,scientific staff,76,J,24, ,L11,H79,H79,H79,-1,-1,1.1679,.29273,1.43337,-1.19522,2.2213,.96824,1.26773,1.26773,0,-.46795,1.34614,.91287,.8554,2.53184,-1.19522,2.2213
FS033,female,24,79,scientific staff,76,J,24, ,L11,H38,H38,H38,-1,-1,-.886183333,.288923333,1.212133333,0,2.66557,-.96825,-.84515,-.84515,-.53708,1.40385,0,.91287,1.7108,1.01273,0,2.66557
FS033,female,24,79,scientific staff,76,J,24, ,L11,K32,L11,K32,1,-1,.724813333,.61111,.30429,-1.59363,2.66557,.48412,.84516,.84516,0,.9359,.89743,.91287,0,0,-1.59363,2.66557
FS033,female,24,79,scientific staff,76,J,24, ,L11,J41,L11,L11,1,1,1.610993333,1.938333333,2.105846667,-1.59363,2.2213,1.45236,1.69031,1.69031,2.14835,1.8718,1.79485,2.73861,2.5662,1.01273,-1.59363,2.2213
FS033,female,24,79,scientific staff,76,J,24, ,J10,H79,H79,H79,-1,-1,1.772363333,.92688,1.148236667,-1.99204,.44426,1.93649,1.6903,1.6903,.53708,0,2.24356,.91287,0,2.53184,-1.99204,.44426
FS033,female,24,79,scientific staff,76,J,24, ,J10,H38,H38,H38,-1,-1,-.28172,.923073333,.927,-.79682,.88853,0,-.42258,-.42258,0,1.8718,.89742,.91287,.8554,1.01273,-.79682,.88853
FS033,female,24,79,scientific staff,76,J,24, ,J10,K32,J10,K32,1,-1,1.329276667,1.24526,.019156667,-2.39045,.88853,1.45237,1.26773,1.26773,.53708,1.40385,1.79485,.91287,-.8554,0,-2.39045,.88853
FS033,female,24,79,scientific staff,76,J,24, ,J10,J41,J10,J10,1,1,2.215456667,2.572483333,1.820713333,-2.39045,.44426,2.42061,2.11288,2.11288,2.68543,2.33975,2.69227,2.73861,1.7108,1.01273,-2.39045,.44426
FS033,female,24,79,scientific staff,76,J,24, ,H79,H38,H38,H38,-1,-1,-2.054083333,-.003806667,-.221236667,1.19522,.44427,-1.93649,-2.11288,-2.11288,-.53708,1.8718,-1.34614,0,.8554,-1.51911,1.19522,.44427
FS033,female,24,79,scientific staff,76,J,24, ,H79,K32,H79,K32,1,-1,-.443086667,.31838,-1.12908,-.39841,.44427,-.48412,-.42257,-.42257,0,1.40385,-.44871,0,-.8554,-2.53184,-.39841,.44427
FS033,female,24,79,scientific staff,76,J,24, ,H79,J41,H79,H79,1,1,.443093333,1.645603333,.672476667,-.39841,0,.48412,.42258,.42258,2.14835,2.33975,.44871,1.82574,1.7108,-1.51911,-.39841,0
FS033,female,24,79,scientific staff,76,J,24, ,H38,K32,H38,H38,1,1,1.610996667,.322186667,-.907843333,-1.59363,0,1.45237,1.69031,1.69031,.53708,-.46795,.89743,0,-1.7108,-1.01273,-1.59363,0
FS033,female,24,79,scientific staff,76,J,24, ,H38,J41,H38,H38,1,1,2.497176667,1.64941,.893713333,-1.59363,-.44427,2.42061,2.53546,2.53546,2.68543,.46795,1.79485,1.82574,.8554,0,-1.59363,-.44427
FS033,female,24,79,scientific staff,76,J,24, ,K32,J41,K32,K32,1,1,.88618,1.327223333,1.801556667,0,-.44427,.96824,.84515,.84515,2.14835,.9359,.89742,1.82574,2.5662,1.01273,0,-.44427
FS034,male,30,73,scientific staff,21,L,54, ,H38,K32,K32,H38,-1,1,-.681156667,-1.079586667,-2.081563333,-1.89434,-.35578,-1.09001,-.95346,0,-1.52564,0,-1.71312,-1.93649,-2.37171,-1.93649,-1.89434,-.35578
FS034,male,30,73,scientific staff,21,L,54, ,H38,WC-L,WC-L,H38,-1,1,-1.330216667,-2.017213333,-1.81804,-1.89434,-2.1347,-1.63501,-1.90692,-.44872,-2.54273,-1.22475,-2.28416,-1.93649,-1.58114,-1.93649,-1.89434,-2.1347
FS034,male,30,73,scientific staff,21,L,54, ,H38,Elevator,Elevator,Elevator,-1,-1,-1.29812,-2.017213333,-2.081563333,-1.51547,-2.1347,-1.09001,-1.90692,-.89743,-2.54273,-1.22475,-2.28416,-1.93649,-2.37171,-1.93649,-1.51547,-2.1347
FS034,male,30,73,scientific staff,21,L,54, ,H38,L11,H38,H38,1,1,-1.13921,-2.017213333,-2.081563333,-1.51547,-2.1347,-1.09001,-1.43019,-.89743,-2.54273,-1.22475,-2.28416,-1.93649,-2.37171,-1.93649,-1.51547,-2.1347
FS034,male,30,73,scientific staff,21,L,54, ,H38,L40,L40,L40,-1,-1,1.120526667,-.460163333,-.263523333,.37887,-.71156,1.09001,.47673,1.79484,-2.03419,1.22474,-.57104,0,-.79057,0,.37887,-.71156
FS034,male,30,73,scientific staff,21,L,54, ,K32,WC-L,K32,K32,1,1,-.64906,-.937626667,.263523333,0,-1.77892,-.545,-.95346,-.44872,-1.01709,-1.22475,-.57104,0,.79057,0,0,-1.77892
FS034,male,30,73,scientific staff,21,L,54, ,K32,Elevator,Elevator,Elevator,-1,-1,-.616963333,-.937626667,0,.37887,-1.77892,0,-.95346,-.89743,-1.01709,-1.22475,-.57104,0,0,0,.37887,-1.77892
FS034,male,30,73,scientific staff,21,L,54, ,K32,L11,L11,L11,-1,-1,-.458053333,-.937626667,0,.37887,-1.77892,0,-.47673,-.89743,-1.01709,-1.22475,-.57104,0,0,0,.37887,-1.77892
FS034,male,30,73,scientific staff,21,L,54, ,K32,L40,L40,L40,-1,-1,1.801683333,.619423333,1.81804,2.27321,-.35578,2.18002,1.43019,1.79484,-.50855,1.22474,1.14208,1.93649,1.58114,1.93649,2.27321,-.35578
FS034,male,30,73,scientific staff,21,L,54, ,WC-L,Elevator,Elevator,Elevator,-1,-1,.032096667,0,-.263523333,.37887,0,.545,0,-.44871,0,0,0,0,-.79057,0,.37887,0
FS034,male,30,73,scientific staff,21,L,54, ,WC-L,L11,WC-L,WC-L,1,1,.191006667,0,-.263523333,.37887,0,.545,.47673,-.44871,0,0,0,0,-.79057,0,.37887,0
FS034,male,30,73,scientific staff,21,L,54, ,WC-L,L40,WC-L,WC-L,1,1,2.450743333,1.55705,1.554516667,2.27321,1.42314,2.72502,2.38365,2.24356,.50854,2.44949,1.71312,1.93649,.79057,1.93649,2.27321,1.42314
FS034,male,30,73,scientific staff,21,L,54, ,Elevator,L11,Elevator,Elevator,1,1,.15891,0,0,0,0,0,.47673,0,0,0,0,0,0,0,0,0
FS034,male,30,73,scientific staff,21,L,54, ,Elevator,L40,Elevator,Elevator,1,1,2.418646667,1.55705,1.81804,1.89434,1.42314,2.18002,2.38365,2.69227,.50854,2.44949,1.71312,1.93649,1.58114,1.93649,1.89434,1.42314
FS034,male,30,73,scientific staff,21,L,54, ,L11,L40,L11,L11,1,1,2.259736667,1.55705,1.81804,1.89434,1.42314,2.18002,1.90692,2.69227,.50854,2.44949,1.71312,1.93649,1.58114,1.93649,1.89434,1.42314
FS009,male,30,88,scientific staff,18,L,80, ,Elevator,H38,Elevator,Elevator,1,1,-1.686433333,-.720063333,1.21652,.50855,1.9199,-1.16117,-1.83711,-2.06102,-.45643,-.50854,-1.19522,1.16117,1.63299,.8554,.50855,1.9199
FS009,male,30,88,scientific staff,18,L,80, ,Elevator,WC-L,Elevator,Elevator,1,1,-.17175,.075403333,.193526667,-.50855,0,0,0,-.51525,.91288,.50855,-1.19522,.58058,0,0,-.50855,0
FS009,male,30,88,scientific staff,18,L,80, ,Elevator,L11,Elevator,Elevator,1,1,.193526667,-.56792,.429436667,2.03419,0,.58058,0,0,0,-.50854,-1.19522,-1.16117,2.44948,0,2.03419,0
FS009,male,30,88,scientific staff,18,L,80, ,Elevator,L40,Elevator,Elevator,1,1,1.160583333,1.8372,1.98031,1.52564,1.9199,1.74175,1.22475,.51525,2.28218,2.03419,1.19523,1.74175,1.63299,2.56619,1.52564,1.9199
FS009,male,30,88,scientific staff,18,L,80, ,Elevator,J10,Elevator,Elevator,1,1,-.912906667,-.56792,1.02299,1.52564,1.59992,-.58059,-.61237,-1.54576,0,-.50854,-1.19522,.58058,1.63299,.8554,1.52564,1.59992
FS009,male,30,88,scientific staff,18,L,80, ,H38,WC-L,WC-L,H38,-1,1,1.514683333,.795466667,-1.022993333,-1.0171,-1.9199,1.16117,1.83711,1.54577,1.36931,1.01709,0,-.58059,-1.63299,-.8554,-1.0171,-1.9199
FS009,male,30,88,scientific staff,18,L,80, ,H38,L11,L11,H38,-1,1,1.87996,.152143333,-.787083333,1.52564,-1.9199,1.74175,1.83711,2.06102,.45643,0,0,-2.32234,.81649,-.8554,1.52564,-1.9199
FS009,male,30,88,scientific staff,18,L,80, ,H38,L40,H38,H38,1,1,2.847016667,2.557263333,.76379,1.01709,0,2.90292,3.06186,2.57627,2.73861,2.54273,2.39045,.58058,0,1.71079,1.01709,0
FS009,male,30,88,scientific staff,18,L,80, ,H38,J10,J10,H38,-1,1,.773526667,.152143333,-.19353,1.01709,-.31998,.58058,1.22474,.51526,.45643,0,0,-.58059,0,0,1.01709,-.31998
FS009,male,30,88,scientific staff,18,L,80, ,WC-L,L11,L11,WC-L,-1,1,.365276667,-.643323333,.23591,2.54274,0,.58058,0,.51525,-.91288,-1.01709,0,-1.74175,2.44948,0,2.54274,0
FS009,male,30,88,scientific staff,18,L,80, ,WC-L,L40,WC-L,WC-L,1,1,1.332333333,1.761796667,1.786783333,2.03419,1.9199,1.74175,1.22475,1.0305,1.3693,1.52564,2.39045,1.16117,1.63299,2.56619,2.03419,1.9199
FS009,male,30,88,scientific staff,18,L,80, ,WC-L,J10,WC-L,WC-L,1,1,-.741156667,-.643323333,.829463333,2.03419,1.59992,-.58059,-.61237,-1.03051,-.91288,-1.01709,0,0,1.63299,.8554,2.03419,1.59992
FS009,male,30,88,scientific staff,18,L,80, ,L11,L40,L11,L11,1,1,.967056667,2.40512,1.550873333,-.50855,1.9199,1.16117,1.22475,.51525,2.28218,2.54273,2.39045,2.90292,-.81649,2.56619,-.50855,1.9199
FS009,male,30,88,scientific staff,18,L,80, ,L11,J10,L11,L11,1,1,-1.106433333,0,.593553333,-.50855,1.59992,-1.16117,-.61237,-1.54576,0,0,0,1.74175,-.81649,.8554,-.50855,1.59992
FS009,male,30,88,scientific staff,18,L,80, ,L40,J10,J10,J10,-1,-1,-2.07349,-2.40512,-.95732,0,-.31998,-2.32234,-1.83712,-2.06101,-2.28218,-2.54273,-2.39045,-1.16117,0,-1.71079,0,-.31998
FS008,female,27,44,scientific staff,18,L,80, ,Elevator,WC-L,Elevator,Elevator,1,1,1.613313333,-1.46199,-.816496667,1.93649,0,0,2.44949,2.39045,0,-1.93649,-2.44948,-2.44949,0,0,1.93649,0
FS008,female,27,44,scientific staff,18,L,80, ,Elevator,K32,Elevator,K32,1,-1,1.85056,.816496667,.034563333,1.93649,1.82574,1.93649,1.22474,2.39045,2.44949,0,0,-1.22474,0,1.32843,1.93649,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,Elevator,L11,L11,L11,-1,-1,2.25881,-1.189826667,-1.9048,0,0,1.93649,2.44949,2.39045,0,-1.93649,-1.63299,-2.44949,-1.93649,-1.32842,0,0
FS008,female,27,44,scientific staff,18,L,80, ,Elevator,L12,Elevator,L12,1,-1,1.613313333,-1.189826667,-1.9048,1.93649,1.82574,0,2.44949,2.39045,0,-1.93649,-1.63299,-2.44949,-1.93649,-1.32842,1.93649,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,Elevator,K13,Elevator,Elevator,1,1,.806656667,-1.189826667,-.408246667,1.93649,1.82574,0,1.22474,1.19523,0,-1.93649,-1.63299,-1.22474,0,0,1.93649,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,WC-L,K32,WC-L,K32,1,-1,.237246667,2.278486667,.85106,0,1.82574,1.93649,-1.22475,0,2.44949,1.93649,2.44948,1.22475,0,1.32843,0,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,WC-L,L11,L11,L11,-1,-1,.645496667,.272163333,-1.088303333,-1.93649,0,1.93649,0,0,0,0,.81649,0,-1.93649,-1.32842,-1.93649,0
FS008,female,27,44,scientific staff,18,L,80, ,WC-L,L12,L12,L12,-1,-1,0,.272163333,-1.088303333,0,1.82574,0,0,0,0,0,.81649,0,-1.93649,-1.32842,0,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,WC-L,K13,WC-L,K13,1,-1,-.806656667,.272163333,.40825,0,1.82574,0,-1.22475,-1.19522,0,0,.81649,1.22475,0,0,0,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,K32,L11,L11,L11,-1,-1,.40825,-2.006323333,-1.939363333,-1.93649,-1.82574,0,1.22475,0,-2.44949,-1.93649,-1.63299,-1.22475,-1.93649,-2.65685,-1.93649,-1.82574
FS008,female,27,44,scientific staff,18,L,80, ,K32,L12,L12,L12,-1,-1,-.237246667,-2.006323333,-1.939363333,0,0,-1.93649,1.22475,0,-2.44949,-1.93649,-1.63299,-1.22475,-1.93649,-2.65685,0,0
FS008,female,27,44,scientific staff,18,L,80, ,K32,K13,K13,K32,-1,1,-1.043903333,-2.006323333,-.44281,0,0,-1.93649,0,-1.19522,-2.44949,-1.93649,-1.63299,0,0,-1.32843,0,0
FS008,female,27,44,scientific staff,18,L,80, ,L11,L12,L11,L11,1,1,-.645496667,0,0,1.93649,1.82574,-1.93649,0,0,0,0,0,0,0,0,1.93649,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,L11,K13,L11,L11,1,1,-1.452153333,0,1.496553333,1.93649,1.82574,-1.93649,-1.22475,-1.19522,0,0,0,1.22475,1.93649,1.32842,1.93649,1.82574
FS008,female,27,44,scientific staff,18,L,80, ,L12,K13,L12,K13,1,-1,-.806656667,0,1.496553333,0,0,0,-1.22475,-1.19522,0,0,0,1.22475,1.93649,1.32842,0,0
FS035,male,28,73,scientific staff,56,L,64, ,H79,K13,K13,H79,-1,1,1.881976667,.63564,-1.389686667,-1.65144,0,2.06101,1.8718,1.71312,0,.95346,.95346,-2.17643,-1.99263,0,-1.65144,0
FS035,male,28,73,scientific staff,56,L,64, ,H79,L40, ,H79, ,1,2.40006,.95346,-.10996,-.82572,-.37887,2.57627,2.33975,2.28416,0,1.43019,1.43019,-1.45095,-1.32842,2.44949,-.82572,-.37887
FS035,male,28,73,scientific staff,56,L,64, ,H79,L11,L11,L11,-1,-1,.51808,-1.08531,-1.63151,-1.65144,-1.89434,.51525,.46795,.57104,-1.82574,-.95346,-.47673,-2.9019,-1.99263,0,-1.65144,-1.89434
FS035,male,28,73,scientific staff,56,L,64, ,H79,L12,L12,H79,-1,1,.499483333,-1.08531,-1.61109,0,-.37887,1.0305,.46795,0,-1.82574,-.47673,-.95346,-2.17643,-2.65684,0,0,-.37887
FS035,male,28,73,scientific staff,56,L,64, ,H79,WC-L,WC-L,WC-L,-1,-1,.17175,-1.24422,-1.61109,-2.47716,-2.27321,.51525,0,0,-1.82574,-.95346,-.95346,-2.17643,-2.65684,0,-2.47716,-2.27321
FS035,male,28,73,scientific staff,56,L,64, ,K13,L40,L40,K13,-1,1,.518083333,.31782,1.279726667,.82572,-.37887,.51526,.46795,.57104,0,.47673,.47673,.72548,.66421,2.44949,.82572,-.37887
FS035,male,28,73,scientific staff,56,L,64, ,K13,L11,L11,K13,-1,1,-1.363896667,-1.72095,-.241823333,0,-1.89434,-1.54576,-1.40385,-1.14208,-1.82574,-1.90692,-1.43019,-.72547,0,0,0,-1.89434
FS035,male,28,73,scientific staff,56,L,64, ,K13,L12,L12,L12,-1,-1,-1.382493333,-1.72095,-.221403333,1.65144,-.37887,-1.03051,-1.40385,-1.71312,-1.82574,-1.43019,-1.90692,0,-.66421,0,1.65144,-.37887
FS035,male,28,73,scientific staff,56,L,64, ,K13,WC-L,WC-L,WC-L,-1,-1,-1.710226667,-1.87986,-.221403333,-.82572,-2.27321,-1.54576,-1.8718,-1.71312,-1.82574,-1.90692,-1.90692,0,-.66421,0,-.82572,-2.27321
FS035,male,28,73,scientific staff,56,L,64, ,L40,L11,L11,L11,-1,-1,-1.88198,-2.03877,-1.52155,-.82572,-1.51547,-2.06102,-1.8718,-1.71312,-1.82574,-2.38365,-1.90692,-1.45095,-.66421,-2.44949,-.82572,-1.51547
FS035,male,28,73,scientific staff,56,L,64, ,L40,L12,L12,L12,-1,-1,-1.900576667,-2.03877,-1.50113,.82572,0,-1.54577,-1.8718,-2.28416,-1.82574,-1.90692,-2.38365,-.72548,-1.32842,-2.44949,.82572,0
FS035,male,28,73,scientific staff,56,L,64, ,L40,WC-L,WC-L,WC-L,-1,-1,-2.22831,-2.19768,-1.50113,-1.65144,-1.89434,-2.06102,-2.33975,-2.28416,-1.82574,-2.38365,-2.38365,-.72548,-1.32842,-2.44949,-1.65144,-1.89434
FS035,male,28,73,scientific staff,56,L,64, ,L11,L12, ,L11, ,1,-.018596667,-1.48E-16,.02042,1.65144,1.51547,.51525,0,-.57104,0,.47673,-.47673,.72547,-.66421,0,1.65144,1.51547
FS035,male,28,73,scientific staff,56,L,64, ,L11,WC-L,L11,WC-L,1,-1,-.34633,-.15891,.02042,-.82572,-.37887,0,-.46795,-.57104,0,0,-.47673,.72547,-.66421,0,-.82572,-.37887
FS035,male,28,73,scientific staff,56,L,64, ,L12,WC-L,L12,WC-L,1,-1,-.327733333,-.15891,0,-2.47716,-1.89434,-.51525,-.46795,0,0,-.47673,0,0,0,0,-2.47716,-1.89434
FS036,female,30,83,scientific staff,19,J,30, ,L11,J10,L11,L11,1,1,-.97929,1.288186667,-1.19523,1.13592,.9798,.3873,-.95346,-2.37171,.79057,.9359,2.13809,-1.19523,-1.19523, ,1.13592,.9798
FS036,female,30,83,scientific staff,19,J,30, ,L11,WC-J,L11,WC-J,1,-1,-1.679086667,-1.017186667,-2.39045,-1.70388,-1.46969,-1.5492,-1.90692,-1.58114,-1.58114,-.9359,-.53452,-2.39045,-2.39045, ,-1.70388,-1.46969
FS036,female,30,83,scientific staff,19,J,30, ,L11,L12,L11, ,1, ,-.452243333,-.19289,-2.39045,0,.9798,.3873,-.95346,-.79057,-1.58114,.46795,.53452,-2.39045,-2.39045, ,0,.9798
FS036,female,30,83,scientific staff,19,J,30, ,L11,WC-H,L11,WC-H,1,-1,-1.94261,-1.17317,-2.39045,-1.13592,.9798,-1.5492,-1.90692,-2.37171,-1.58114,-1.40385,-.53452,-2.39045,-2.39045, ,-1.13592,.9798
FS036,female,30,83,scientific staff,19,J,30, ,L11,Elevator,Elevator,Elevator,-1,-1,-2.26043,-.731473333,-2.39045,0,.9798,-1.5492,-2.86038,-2.37171,-.79057,-1.40385,0,-2.39045,-2.39045, ,0,.9798
FS036,female,30,83,scientific staff,19,J,30, ,J10,WC-J,WC-J,WC-J,-1,-1,-.699796667,-2.305373333,-1.19522,-2.8398,-2.44949,-1.9365,-.95346,.79057,-2.37171,-1.8718,-2.67261,-1.19522,-1.19522, ,-2.8398,-2.44949
FS036,female,30,83,scientific staff,19,J,30, ,J10,L12,L12, ,-1, ,.527046667,-1.481076667,-1.19522,-1.13592,0,0,0,1.58114,-2.37171,-.46795,-1.60357,-1.19522,-1.19522, ,-1.13592,0
FS036,female,30,83,scientific staff,19,J,30, ,J10,WC-H,WC-H,WC-H,-1,-1,-.96332,-2.461356667,-1.19522,-2.27184,0,-1.9365,-.95346,0,-2.37171,-2.33975,-2.67261,-1.19522,-1.19522, ,-2.27184,0
FS036,female,30,83,scientific staff,19,J,30, ,J10,Elevator,Elevator,Elevator,-1,-1,-1.28114,-2.01966,-1.19522,-1.13592,0,-1.9365,-1.90692,0,-1.58114,-2.33975,-2.13809,-1.19522,-1.19522, ,-1.13592,0
FS036,female,30,83,scientific staff,19,J,30, ,WC-J,L12,WC-J,WC-J,1,1,1.226843333,.824296667,0,1.70388,2.44949,1.9365,.95346,.79057,0,1.40385,1.06904,0,0, ,1.70388,2.44949
FS036,female,30,83,scientific staff,19,J,30, ,WC-J,WC-H,WC-J,WC-H,1,-1,-.263523333,-.155983333,0,.56796,2.44949,0,0,-.79057,0,-.46795,0,0,0, ,.56796,2.44949
