,fold,role,familiarity,test set size,hit number,HR
0,8,staff,familiar,10,5,0.5
1,8,staff,unfamiliar,10,8,0.8
2,8,student,familiar,8,5,0.625
3,8,student,unfamiliar,7,6,0.8571428571428571
