,fold,role,familiarity,test set size,hit number,HR
0,2,staff,familiar,12,5,0.4166666666666667
1,2,staff,unfamiliar,13,4,0.3076923076923077
2,2,student,familiar,8,4,0.5
3,2,student,unfamiliar,10,3,0.3
