,fold,role,familiarity,test set size,hit number,HR
0,11,staff,familiar,10,4,0.4
1,11,staff,unfamiliar,9,7,0.7777777777777778
2,11,student,familiar,10,6,0.6
3,11,student,unfamiliar,12,10,0.8333333333333334
