,fold,role,familiarity,test set size,hit number,HR
0,15,staff,familiar,10,7,0.7
1,15,staff,unfamiliar,9,7,0.7777777777777778
2,15,student,familiar,14,7,0.5
3,15,student,unfamiliar,13,7,0.5384615384615384
