,fold,role,familiarity,test set size,hit number,HR
0,4,staff,familiar,5,2,0.4
1,4,staff,unfamiliar,8,7,0.875
2,4,student,familiar,9,5,0.5555555555555556
3,4,student,unfamiliar,8,7,0.875
