,fold,role,familiarity,test set size,hit number,HR
0,17,staff,familiar,11,6,0.5454545454545454
1,17,staff,unfamiliar,12,7,0.5833333333333334
2,17,student,familiar,9,7,0.7777777777777778
3,17,student,unfamiliar,8,5,0.625
