,fold,role,familiarity,test set size,hit number,HR,MAE
0,2,staff,familiar,12.0,4,0.3333333333333333,0.929048068813393
1,2,staff,unfamiliar,13.0,6,0.46153846153846156,0.9573638828678573
2,2,student,familiar,8.0,4,0.5,0.8192836903397317
3,2,student,unfamiliar,10.0,2,0.2,0.9148576825760717
