,fold,role,familiarity,test set size,hit number,HR,MAE
0,13,staff,familiar,14.0,9,0.6428571428571429,0.9417683219694727
1,13,staff,unfamiliar,15.0,11,0.7333333333333333,0.9036179681811902
2,13,student,familiar,11.0,3,0.2727272727272727,0.895583924930844
3,13,student,unfamiliar,11.0,3,0.2727272727272727,0.895583924930844
