,fold,role,familiarity,test set size,hit number,HR,MAE
0,14,staff,familiar,7.0,6,0.8571428571428571,0.8995933787887759
1,14,staff,unfamiliar,7.0,5,0.7142857142857143,0.8146923354969384
2,14,student,familiar,9.0,6,0.6666666666666666,0.9777777777777779
3,14,student,unfamiliar,10.0,4,0.4,0.9800000000000001
