,fold,role,familiarity,test set size,hit number,HR,MAE
0,17,staff,familiar,11.0,8,0.7272727272727273,0.9410384703853896
1,17,staff,unfamiliar,12.0,8,0.6666666666666666,0.9042852645199404
2,17,student,familiar,9.0,7,0.7777777777777778,0.8723803526932539
3,17,student,unfamiliar,8.0,4,0.5,0.8935721032200894
