,fold,role,familiarity,test set size,hit number,HR,MAE
0,16,staff,familiar,11.0,5,0.45454545454545453,0.8955839249308439
1,16,staff,unfamiliar,11.0,5,0.45454545454545453,0.9496118615711043
2,16,student,familiar,10.0,4,0.4,0.9351423174239283
3,16,student,unfamiliar,10.0,4,0.4,0.9251423174239285
