,fold,role,familiarity,test set size,hit number,HR,MAE
0,5,staff,familiar,12.0,9,0.75,0.912855793559821
1,5,staff,unfamiliar,11.0,6,0.5454545454545454,0.882076940770779
2,5,student,familiar,12.0,4,0.3333333333333333,1.0401591799245042
3,5,student,unfamiliar,11.0,8,0.7272727272727273,0.8046748340217532
