,fold,role,familiarity,test set size,hit number,HR,MAE
0,14,staff,familiar,7.0,2,0.2857142857142857,1.094997092442248
1,14,staff,unfamiliar,7.0,3,0.42857142857142855,1.1571540665310522
2,14,student,familiar,9.0,5,0.5555555555555556,0.9373999707705991
3,14,student,unfamiliar,10.0,4,0.4,1.2628150835099836
