,fold,role,familiarity,test set size,hit number,HR,MAE
0,11,staff,familiar,10.0,7,0.7,0.7947756083858442
1,11,staff,unfamiliar,9.0,3,0.3333333333333333,1.011705823866107
2,11,student,familiar,10.0,4,0.4,0.9488224477200543
3,11,student,unfamiliar,12.0,7,0.5833333333333334,0.7477485850287416
