,fold,role,familiarity,test set size,hit number,HR,MAE
0,2,staff,familiar,12.0,4,0.3333333333333333,0.9815708859290657
1,2,staff,unfamiliar,13.0,3,0.23076923076923078,1.133279670386605
2,2,student,familiar,8.0,5,0.625,0.8079089412453774
3,2,student,unfamiliar,10.0,5,0.5,0.8975774715327143
