,fold,role,familiarity,test set size,hit number,HR,MAE
0,8,staff,familiar,10.0,4,0.4,0.9503858098513108
1,8,staff,unfamiliar,10.0,5,0.5,0.8945730477282148
2,8,student,familiar,8.0,5,0.625,0.7821394838995527
3,8,student,unfamiliar,7.0,4,0.5714285714285714,0.7085660313821414
