,fold,role,familiarity,test set size,hit number,HR
0,17,staff,familiar,11,7,0.6363636363636364
1,17,staff,unfamiliar,12,6,0.5
2,17,student,familiar,9,6,0.6666666666666666
3,17,student,unfamiliar,8,5,0.625
